Codice A Barre;Codice Articolo;Descrizione;Descrizione;Classe Logistica;Descrizione Articolo;Codice Marca;Codice Listino;Prezzo;colore;taglia;Quantita' Giacenza (um Magazzino);Tipo;MARCHIO
8056309756836;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;12;0,0000;2;
8056309756843;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;000;14;0,0000;2;
8056309756881;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;013;6;0,0000;2;
8056309756881;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;013;6;0,0000;2;
8056309756904;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;013;10;0,0000;2;
8056309756911;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;013;12;0,0000;2;
8056309756935;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;013;16;0,0000;2;
8056309756942;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;2;0,0000;2;
8056309756966;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;6;0,0000;2;
8056309756973;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;8;0,0000;2;
8056309756973;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;041;8;0,0000;2;
8056309757017;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;16;0,0000;2;
8056309757024;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;013;2;0,0000;2;
8056309757031;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;013;4;0,0000;2;
8056309757062;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;013;10;0,0000;2;
8056309757079;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;013;12;0,0000;2;
8056309757161;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;041;14;0,0000;2;
8056309757215;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;044;8;0,0000;2;
8056309757239;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;044;12;0,0000;2;
8056309757246;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;044;14;0,0000;2;
8056309759646;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;ITA;55,000000;013;14;2,0000;2;
8056309759691;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU2;60,500000;025;8;6,0000;2;
8056309759714;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU2;60,500000;025;12;2,0000;2;
8056309759738;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU2;60,500000;025;16;4,0000;2;
8056309759776;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;000;8;2,0000;2;
8056309759783;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;000;10;1,0000;2;
8056309759790;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;000;12;1,0000;2;
8056309759868;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;013;10;0,0000;2;
8056309759875;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;013;12;0,0000;2;
8056309759899;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;013;16;0,0000;2;
8056309759912;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;020;4;1,0000;2;
8056309759943;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;020;10;0,0000;2;
8056309759950;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;020;12;0,0000;2;
8056309759950;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;020;12;0,0000;2;
8056309759974;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;020;16;0,0000;2;
8056309759981;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;ITA;45,000000;102;2;1,0000;2;
8056309760017;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU1;52,000000;102;8;3,0000;2;
8056309760024;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU2;49,500000;102;10;4,0000;2;
8056309760048;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU2;49,500000;102;14;4,0000;2;
8056309760086;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU2;49,500000;304;6;3,0000;2;
8056309760116;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU2;49,500000;304;12;3,0000;2;
8056309760147;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;ITA;66,000000;000;2;0,0000;2;
8056309760178;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;000;8;0,0000;2;
8056309760185;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;000;10;0,0000;2;
8056309760246;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;ITA;66,000000;058;6;1,0000;2;
8056309760253;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;058;8;4,0000;2;
8056309760260;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;ITA;66,000000;058;10;3,0000;2;
8056309760291;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;058;16;0,0000;2;
8056309760321;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;ITA;66,000000;304;6;0,0000;2;
8056309760338;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;304;8;3,0000;2;
8056309760345;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;ITA;66,000000;304;10;1,0000;2;
8056309760352;EFRJG1804AC250;PEARL;;;GIUBBINO JUNIOR GIRL FREEDOMDAY PEARL;S22;EU1;76,000000;304;12;1,0000;2;
8056309760383;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;ITA;62,000000;000;2;0,0000;2;
8056309760390;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;EU1;71,500000;000;4;0,0000;2;
8056309760406;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;ITA;62,000000;000;6;0,0000;2;
8056309760475;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;EU2;68,500000;026;4;0,0000;2;
8056309760574;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;ITA;62,000000;112;8;2,0000;2;
8056309760611;EFRJG1805AC250;FELICIA;;;GIUBBINO JUNIOR GIRL FREEDOMDAY FELICIA;S22;ITA;62,000000;112;16;2,0000;2;
8056309760680;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;ITA;80,000000;000;14;0,0000;2;
8056309760697;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU1;92,000000;000;16;0,0000;2;
8056309760703;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU1;92,000000;058;2;0,0000;2;
8056309760727;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;ITA;80,000000;058;6;0,0000;2;
8056309760734;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU2;88,000000;058;8;0,0000;2;
8056309760772;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU1;92,000000;058;16;0,0000;2;
8056309760789;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;ITA;80,000000;218;2;0,0000;2;
8056309760802;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU1;92,000000;218;6;0,0000;2;
8056309760864;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;ITA;80,000000;219;2;0,0000;2;
8056309760871;EFRJG1807AC404;ARIELLE;;;GIUBBINO JUNIOR GIRL FREEDOMDAY ARIELLE;S22;EU2;88,000000;219;4;0,0000;2;
8056309755976;EOTM108AC80;;;;T-SHIRT UOMO OUTHERE EOTM108AC80;S22;EU2;25,500000;112;L;10,0000;3;
8056309756775;EFRW1673AC240;LEE;;;BORSONE DONNA FREEDOMDAY LEE Ecopelle;S22;ITA;70,000000;000;TU;0,0000;4;
8056309756805;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;000;6;0,0000;2;
8056309756829;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;000;10;0,0000;2;
8056309756829;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;10;0,0000;2;
8056309756805;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;6;0,0000;2;
8056309756898;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;013;8;0,0000;2;
8056309756898;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;013;8;0,0000;2;
8056309756959;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;4;0,0000;2;
8056309757000;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;041;14;0,0000;2;
8056309757024;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;013;2;0,0000;2;
8056309757062;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;013;10;0,0000;2;
8056309757086;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;013;14;0,0000;2;
8056309757109;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;041;2;0,0000;2;
8056309757123;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;041;6;0,0000;2;
8056309757154;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;12;0,0000;2;
8056309757161;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;14;0,0000;2;
8056309757178;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;16;0,0000;2;
8056309757185;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;044;2;0,0000;2;
8056309757277;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;000;4;0,0000;2;
8056309757338;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;000;16;0,0000;2;
8056309755976;EOTM108AC80;;;;T-SHIRT UOMO OUTHERE EOTM108AC80;S22;ITA;23,000000;112;L;10,0000;3;
8056309756782;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;2;0,0000;2;
8056309756805;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;000;6;0,0000;2;
8056309756850;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;16;0,0000;2;
8056309756867;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;013;2;0,0000;2;
8056309756980;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;041;10;0,0000;2;
8056309756997;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;041;12;0,0000;2;
8056309757031;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;013;4;0,0000;2;
8056309757048;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;013;6;0,0000;2;
8056309757116;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;041;4;0,0000;2;
8056309757147;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;10;0,0000;2;
8056309757536;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;044;8;3,0000;2;
8056309757604;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;013;6;0,0000;2;
8056309757611;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;013;8;0,0000;2;
8056309757642;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;013;14;0,0000;2;
8056309757659;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;013;16;0,0000;2;
8056309757673;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;041;4;0,0000;2;
8056309757703;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;041;10;0,0000;2;
8056309757789;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;013;10;0,0000;2;
8056309757826;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;031;2;0,0000;2;
8056309757871;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;031;12;0,0000;2;
8056309757888;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;031;14;0,0000;2;
8056309757970;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;16;0,0000;2;
8056309757970;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;114;16;0,0000;2;
8056309757994;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;000;4;0,0000;2;
8056309758007;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;000;6;0,0000;2;
8056309758007;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;000;6;0,0000;2;
8056309758014;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;000;8;0,0000;2;
8056309758014;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;000;8;0,0000;2;
8056309758021;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;000;10;0,0000;2;
8056309758038;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;000;12;0,0000;2;
8056309758083;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;013;6;1,0000;2;
8056309758106;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;013;10;1,0000;2;
8056309758151;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;041;4;0,0000;2;
8056309758182;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;041;10;0,0000;2;
8056309758250;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;8;3,0000;2;
8056309758281;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;114;14;2,0000;2;
8056309758298;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;114;16;2,0000;2;
8056309758304;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;2;1,0000;2;
8056309758304;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;013;2;1,0000;2;
8056309758311;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;013;4;2,0000;2;
8056309758366;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;14;3,0000;2;
8056309758373;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;16;2,0000;2;
8056309758380;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;031;2;1,0000;2;
8056309758427;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;031;10;1,0000;2;
8056309758458;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;031;16;0,0000;2;
8056309758465;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;041;2;1,0000;2;
8056309758526;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;041;14;1,0000;2;
8056309758533;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;041;16;1,0000;2;
8056309758571;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;044;8;0,0000;2;
8056309758588;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;044;10;0,0000;2;
8056309758625;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU2;60,500000;000;2;0,0000;2;
8056309758649;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;ITA;55,000000;000;6;1,0000;2;
8056309758717;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU1;63,500000;013;4;1,0000;2;
8056309758717;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU2;60,500000;013;4;1,0000;2;
8056309758731;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU1;63,500000;013;8;0,0000;2;
8056309758786;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;ITA;55,000000;041;2;0,0000;2;
8056309758847;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;ITA;55,000000;041;14;2,0000;2;
8056309756775;EFRW1673AC240;LEE;;;BORSONE DONNA FREEDOMDAY LEE Ecopelle;S22;EU2;77,000000;000;TU;0,0000;4;
8056309756782;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;000;2;0,0000;2;
8056309756843;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;000;14;0,0000;2;
8056309756881;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;013;6;0,0000;2;
8056309756904;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;013;10;0,0000;2;
8056309756911;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;013;12;0,0000;2;
8056309756911;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;ITA;80,000000;013;12;0,0000;2;
8056309756928;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU2;88,000000;013;14;0,0000;2;
8056309756942;EFRJB1904AC250;BLAZE;;;GIUBBINO JUNIOR BOY FREEDOMDAY BLAZE;S22;EU1;92,000000;041;2;0,0000;2;
8056309757031;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;013;4;0,0000;2;
8056309757048;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;013;6;0,0000;2;
8056309757093;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;013;16;0,0000;2;
8056309757123;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;6;0,0000;2;
8056309757130;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU1;95,500000;041;8;0,0000;2;
8056309757130;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;041;8;0,0000;2;
8056309757147;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;041;10;0,0000;2;
8056309757154;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;041;12;0,0000;2;
8056309757246;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;044;14;0,0000;2;
8056309757253;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;044;16;0,0000;2;
8056309757260;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;000;2;0,0000;2;
8056309757284;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;000;6;0,0000;2;
8056309757345;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;013;2;0,0000;2;
